Province/State,Last_Update,Confirmed,Deaths,Recovered
Washington,2020-04-03,6846.0,291.0,0.0
Washington,2020-04-04,7247.0,315.0,0.0
Washington,2020-04-05,7825.0,336.0,0.0
Washington,2020-04-06,8311.0,381.0,0.0
West Virginia,2020-03-10,0.0,0.0,0.0
West Virginia,2020-03-11,0.0,0.0,0.0
West Virginia,2020-03-17,2.0,0.0,0.0
West Virginia,2020-03-19,2.0,0.0,0.0
West Virginia,2020-03-20,7.0,0.0,0.0
West Virginia,2020-03-21,8.0,0.0,0.0
West Virginia,2020-03-22,16.0,0.0,0.0
West Virginia,2020-03-23,16.0,0.0,0.0
West Virginia,2020-03-24,22.0,0.0,0.0
West Virginia,2020-03-25,39.0,0.0,0.0
West Virginia,2020-03-26,52.0,0.0,0.0
West Virginia,2020-03-27,76.0,0.0,0.0
West Virginia,2020-03-28,96.0,0.0,0.0
West Virginia,2020-03-29,113.0,0.0,0.0
West Virginia,2020-03-30,145.0,1.0,0.0
West Virginia,2020-03-31,162.0,1.0,0.0
West Virginia,2020-04-01,191.0,1.0,0.0
West Virginia,2020-04-02,216.0,2.0,0.0
West Virginia,2020-04-03,237.0,2.0,0.0
West Virginia,2020-04-04,282.0,2.0,0.0
West Virginia,2020-04-05,324.0,3.0,0.0
West Virginia,2020-04-06,345.0,4.0,0.0
Wisconsin,2020-03-10,3.0,0.0,1.0
Wisconsin,2020-03-11,25.0,0.0,2.0
Wisconsin,2020-03-12,8.0,0.0,1.0
Wisconsin,2020-03-14,27.0,0.0,1.0
Wisconsin,2020-03-15,32.0,0.0,1.0
Wisconsin,2020-03-16,47.0,0.0,1.0
Wisconsin,2020-03-17,72.0,0.0,1.0
Wisconsin,2020-03-18,92.0,0.0,0.0
Wisconsin,2020-03-19,159.0,0.0,0.0
Wisconsin,2020-03-20,207.0,3.0,0.0
Wisconsin,2020-03-21,282.0,4.0,0.0
Wisconsin,2020-03-22,381.0,4.0,0.0
Wisconsin,2020-03-23,425.0,5.0,0.0
Wisconsin,2020-03-24,481.0,5.0,0.0
Wisconsin,2020-03-25,621.0,7.0,0.0
Wisconsin,2020-03-26,728.0,10.0,0.0
Wisconsin,2020-03-27,926.0,14.0,0.0
Wisconsin,2020-03-28,1055.0,17.0,0.0
Wisconsin,2020-03-29,1164.0,18.0,0.0
Wisconsin,2020-03-30,1230.0,20.0,0.0
Wisconsin,2020-03-31,1412.0,25.0,0.0
Wisconsin,2020-04-01,1556.0,27.0,0.0
Wisconsin,2020-04-02,1748.0,38.0,0.0
Wisconsin,2020-04-03,2012.0,51.0,0.0
Wisconsin,2020-04-04,2030.0,54.0,0.0
Wisconsin,2020-04-05,2320.0,74.0,0.0
Wisconsin,2020-04-06,2449.0,78.0,0.0
Wuhan Evacuee,2020-03-22,4.0,0.0,0.0
Wuhan Evacuee,2020-03-23,4.0,0.0,0.0
Wuhan Evacuee,2020-03-24,4.0,0.0,0.0
Wyoming,2020-03-10,0.0,0.0,0.0
Wyoming,2020-03-11,1.0,0.0,0.0
Wyoming,2020-03-12,1.0,0.0,0.0
Wyoming,2020-03-14,2.0,0.0,0.0
Wyoming,2020-03-15,6.0,0.0,0.0
Wyoming,2020-03-17,11.0,0.0,0.0
Wyoming,2020-03-18,15.0,0.0,0.0
Wyoming,2020-03-19,18.0,0.0,0.0
Wyoming,2020-03-20,19.0,0.0,0.0
Wyoming,2020-03-21,23.0,0.0,0.0
Wyoming,2020-03-22,26.0,0.0,0.0
Wyoming,2020-03-23,26.0,0.0,0.0
Wyoming,2020-03-24,29.0,0.0,0.0
Wyoming,2020-03-25,44.0,0.0,0.0
Wyoming,2020-03-26,53.0,0.0,0.0
Wyoming,2020-03-27,70.0,0.0,0.0
Wyoming,2020-03-28,82.0,0.0,0.0
Wyoming,2020-03-29,86.0,0.0,0.0
Wyoming,2020-03-30,94.0,0.0,0.0
Wyoming,2020-03-31,109.0,0.0,0.0
Wyoming,2020-04-01,130.0,0.0,0.0
Wyoming,2020-04-02,150.0,0.0,0.0
Wyoming,2020-04-03,162.0,0.0,0.0
Wyoming,2020-04-04,187.0,0.0,0.0
Wyoming,2020-04-05,197.0,0.0,0.0
Wyoming,2020-04-06,210.0,0.0,0.0
